Age,Gender,Region,NetworkCoverage,InternetSpeed,CustomerSupport,AppExperience,PlanSatisfaction,CallQuality,Duration,FeedbackText,SatisfactionScore
24,Female,Kerala,2,8,9,3,8,7,9.1,Signal drops frequently in my area.,86
56,Male,Telangana,4,3,5,6,2,4,7.8,Internet is fast and reliable.,32
58,Female,Andhra Pradesh,6,10,10,1,4,7,0.7,App crashes during recharge.,81
59,Female,Kerala,7,9,6,5,5,3,4.6,Internet is fast and reliable.,63
24,Male,Telangana,9,4,5,9,6,9,8.3,"Good internet speed, even during peak hours.",49
55,Female,Kerala,7,2,10,5,8,10,4.8,Great experience overall.,71
52,Male,Tamil Nadu,1,2,2,7,8,8,8.3,Signal drops frequently in my area.,38
21,Male,Andhra Pradesh,10,10,5,2,5,6,7.9,I am satisfied with my plan.,69
53,Male,Andhra Pradesh,10,5,1,3,2,4,0.6,Great experience overall.,28
38,Male,Kerala,8,10,10,9,3,8,8.2,Great experience overall.,78
29,Female,Tamil Nadu,7,6,10,10,5,7,3.5,Customer support is very helpful.,72
34,Female,Telangana,6,6,7,3,7,6,9.9,Internet is fast and reliable.,70
40,Male,Karnataka,6,2,6,2,2,10,9.8,Great experience overall.,36
38,Female,Karnataka,2,9,4,1,7,1,2.6,Poor network coverage indoors.,66
55,Female,Tamil Nadu,5,10,2,5,8,10,5.2,Customer support is very helpful.,68
43,Female,Andhra Pradesh,6,7,5,7,5,2,2.5,The mobile app is slow to load.,54
47,Female,Tamil Nadu,4,3,1,3,7,3,8.6,Signal drops frequently in my area.,38
49,Male,Telangana,2,9,6,10,4,6,3.4,Great experience overall.,58
62,Male,Telangana,3,10,7,3,5,7,2.3,Great experience overall.,75
46,Female,Karnataka,9,10,7,7,7,6,1.9,App crashes during recharge.,82
35,Male,Kerala,9,4,4,8,4,8,3.7,I am satisfied with my plan.,43
64,Female,Karnataka,9,8,9,2,7,9,4.4,Customer support is very helpful.,80
19,Male,Andhra Pradesh,9,10,6,1,5,5,3.8,Poor network coverage indoors.,73
49,Female,Telangana,10,6,3,10,8,5,4.5,Call quality could be better.,55
50,Female,Kerala,3,5,9,8,3,10,8.5,Call quality could be better.,61
27,Female,Karnataka,4,1,9,8,3,7,3.8,Call quality could be better.,43
40,Female,Kerala,2,7,6,5,3,3,3.2,Internet is fast and reliable.,53
60,Female,Andhra Pradesh,4,3,9,4,8,8,9.4,I am satisfied with my plan.,70
62,Male,Andhra Pradesh,1,2,6,1,4,10,6.7,Poor network coverage indoors.,44
26,Female,Karnataka,6,5,5,8,9,5,9.6,Internet is fast and reliable.,63
33,Male,Telangana,3,1,3,6,1,7,7.7,App crashes during recharge.,20
38,Male,Karnataka,10,3,10,6,6,2,6.2,App crashes during recharge.,65
27,Male,Telangana,7,3,3,7,1,5,2.8,Internet is fast and reliable.,25
54,Male,Andhra Pradesh,8,4,6,8,5,2,5.1,I am satisfied with my plan.,45
52,Female,Andhra Pradesh,9,7,9,8,2,9,8.6,App crashes during recharge.,55
19,Female,Telangana,7,7,5,1,10,10,8.6,Signal drops frequently in my area.,76
42,Male,Karnataka,4,4,6,4,7,2,1.2,I am satisfied with my plan.,57
20,Male,Kerala,10,6,6,7,4,2,6.6,"Good internet speed, even during peak hours.",54
60,Male,Andhra Pradesh,7,7,5,7,8,2,4.3,Poor network coverage indoors.,66
42,Male,Tamil Nadu,10,3,5,5,7,3,3.7,Signal drops frequently in my area.,49
49,Female,Telangana,4,1,6,8,10,1,8.4,Poor network coverage indoors.,55
42,Female,Telangana,2,3,3,2,5,10,4.7,The mobile app is slow to load.,34
45,Female,Telangana,7,2,3,5,8,9,6.7,App crashes during recharge.,39
20,Female,Kerala,7,8,1,5,2,3,2.7,I am satisfied with my plan.,36
45,Male,Kerala,10,10,1,3,4,4,7.4,Internet is fast and reliable.,53
51,Female,Tamil Nadu,2,1,6,3,4,7,0.5,The mobile app is slow to load.,40
49,Female,Karnataka,3,10,8,6,4,6,1.6,The mobile app is slow to load.,75
34,Male,Telangana,6,2,5,1,8,10,9.6,I am satisfied with my plan.,54
64,Female,Karnataka,6,1,9,3,6,8,3.3,Poor network coverage indoors.,49
57,Female,Tamil Nadu,2,3,5,10,1,2,4.1,Signal drops frequently in my area.,28
18,Female,Kerala,1,5,4,7,3,8,8.0,App crashes during recharge.,38
50,Female,Karnataka,10,9,6,4,8,5,2.2,Signal drops frequently in my area.,77
29,Male,Tamil Nadu,10,7,8,3,2,7,8.1,"Good internet speed, even during peak hours.",60
27,Female,Telangana,1,6,6,4,5,9,4.6,Customer support is very helpful.,62
36,Male,Tamil Nadu,3,10,8,9,3,10,7.4,Great experience overall.,72
22,Male,Tamil Nadu,1,3,5,4,3,6,4.6,"Good internet speed, even during peak hours.",36
61,Female,Tamil Nadu,8,2,6,5,4,7,6.9,Great experience overall.,40
19,Male,Tamil Nadu,7,1,8,6,5,3,3.8,App crashes during recharge.,48
64,Male,Telangana,4,9,10,9,3,2,9.4,I am satisfied with my plan.,72
38,Female,Andhra Pradesh,2,8,6,5,4,5,6.2,"Good internet speed, even during peak hours.",61
26,Male,Andhra Pradesh,8,6,9,8,3,1,7.8,Great experience overall.,64
64,Female,Kerala,1,5,8,1,2,6,6.4,The mobile app is slow to load.,52
65,Female,Karnataka,8,7,4,7,1,3,1.5,Customer support is very helpful.,43
36,Male,Karnataka,7,4,9,7,2,1,3.4,Customer support is very helpful.,48
23,Female,Andhra Pradesh,3,1,6,10,9,4,6.5,"Good internet speed, even during peak hours.",52
61,Male,Kerala,9,3,9,6,5,5,3.0,Poor network coverage indoors.,57
25,Female,Tamil Nadu,7,5,4,1,9,2,4.8,Internet is fast and reliable.,60
31,Male,Telangana,8,9,1,3,4,9,5.7,The mobile app is slow to load.,46
53,Female,Tamil Nadu,7,4,7,9,7,5,6.3,I am satisfied with my plan.,62
42,Female,Andhra Pradesh,6,10,6,8,10,5,8.9,Signal drops frequently in my area.,90
24,Female,Tamil Nadu,2,5,6,6,10,6,7.3,Poor network coverage indoors.,69
57,Male,Tamil Nadu,6,1,7,1,10,8,4.6,The mobile app is slow to load.,64
60,Male,Karnataka,3,1,3,8,9,8,1.1,Call quality could be better.,40
37,Male,Kerala,8,7,5,1,5,6,2.9,I am satisfied with my plan.,52
18,Male,Telangana,6,10,3,7,7,7,2.1,Great experience overall.,71
32,Female,Telangana,8,1,7,9,7,9,8.3,"Good internet speed, even during peak hours.",47
59,Female,Tamil Nadu,5,1,8,4,4,1,1.8,Customer support is very helpful.,44
26,Female,Tamil Nadu,2,2,9,7,6,2,6.6,Signal drops frequently in my area.,59
33,Female,Andhra Pradesh,2,5,5,3,3,6,4.5,Internet is fast and reliable.,39
54,Female,Karnataka,3,2,1,10,6,1,1.2,App crashes during recharge.,35
37,Male,Andhra Pradesh,10,4,8,3,1,6,6.1,Great experience overall.,43
54,Female,Kerala,2,3,8,10,1,8,8.0,Signal drops frequently in my area.,37
29,Female,Kerala,8,1,2,3,9,7,2.2,Great experience overall.,44
45,Male,Kerala,7,9,9,2,9,3,5.2,I am satisfied with my plan.,86
54,Male,Tamil Nadu,6,7,6,4,5,1,7.4,Customer support is very helpful.,64
18,Female,Telangana,4,5,2,5,2,3,1.1,I am satisfied with my plan.,30
58,Female,Kerala,9,6,8,3,9,6,1.9,Internet is fast and reliable.,73
21,Male,Kerala,7,3,10,2,9,9,7.9,Signal drops frequently in my area.,73
46,Male,Tamil Nadu,3,4,7,8,9,9,4.3,App crashes during recharge.,72
51,Male,Karnataka,1,4,7,6,3,10,4.6,I am satisfied with my plan.,50
22,Female,Karnataka,9,1,2,6,8,5,6.4,Great experience overall.,33
53,Male,Kerala,10,3,7,4,2,4,6.9,Poor network coverage indoors.,39
52,Female,Karnataka,4,8,4,8,6,7,8.7,I am satisfied with my plan.,65
33,Female,Karnataka,6,6,5,8,1,2,4.5,Poor network coverage indoors.,40
40,Male,Karnataka,1,10,9,2,4,3,6.9,Great experience overall.,78
22,Male,Andhra Pradesh,3,6,5,7,6,5,8.9,Great experience overall.,57
36,Female,Kerala,1,10,2,9,4,4,6.7,"Good internet speed, even during peak hours.",57
64,Male,Kerala,4,6,9,1,1,5,7.5,I am satisfied with my plan.,54
60,Male,Tamil Nadu,2,9,7,8,6,1,7.2,Great experience overall.,69
41,Female,Tamil Nadu,7,10,10,3,3,6,3.5,Customer support is very helpful.,79
42,Female,Kerala,9,5,9,9,7,10,2.5,App crashes during recharge.,74
61,Female,Kerala,6,3,9,1,5,4,3.2,Poor network coverage indoors.,54
62,Female,Karnataka,7,6,5,10,10,10,1.2,I am satisfied with my plan.,71
39,Male,Andhra Pradesh,1,6,5,4,7,1,2.2,"Good internet speed, even during peak hours.",61
60,Male,Telangana,4,8,6,10,1,9,3.8,Customer support is very helpful.,45
18,Male,Andhra Pradesh,4,7,4,5,7,7,9.3,I am satisfied with my plan.,55
44,Male,Andhra Pradesh,6,9,2,10,7,1,8.3,I am satisfied with my plan.,61
62,Male,Kerala,8,10,2,6,3,4,6.3,Call quality could be better.,51
36,Female,Karnataka,6,10,2,10,5,6,7.4,Customer support is very helpful.,56
23,Female,Tamil Nadu,2,2,1,1,3,9,1.5,I am satisfied with my plan.,16
47,Female,Tamil Nadu,7,2,5,3,2,2,1.6,Internet is fast and reliable.,27
41,Female,Tamil Nadu,7,7,5,8,6,4,7.8,Poor network coverage indoors.,56
55,Male,Kerala,3,8,2,7,5,1,7.7,Internet is fast and reliable.,52
21,Male,Andhra Pradesh,3,7,7,9,4,10,2.8,Great experience overall.,58
56,Female,Kerala,4,8,1,5,2,7,9.8,Poor network coverage indoors.,33
36,Male,Karnataka,9,2,3,7,1,2,9.6,Internet is fast and reliable.,25
28,Male,Telangana,6,3,3,10,5,7,6.9,Great experience overall.,34
52,Female,Karnataka,2,8,10,4,6,2,0.6,I am satisfied with my plan.,84
46,Female,Telangana,9,8,7,3,4,3,2.8,Poor network coverage indoors.,66
42,Male,Tamil Nadu,3,6,2,2,10,8,9.0,Call quality could be better.,63
54,Female,Andhra Pradesh,4,4,2,7,10,4,9.6,Great experience overall.,51
56,Female,Karnataka,3,5,10,9,6,4,1.5,I am satisfied with my plan.,66
31,Male,Karnataka,7,2,6,9,2,1,8.6,I am satisfied with my plan.,34
33,Female,Telangana,10,8,4,3,3,2,9.6,Signal drops frequently in my area.,52
22,Female,Karnataka,3,10,8,6,3,8,4.9,App crashes during recharge.,75
63,Male,Andhra Pradesh,1,1,8,6,9,10,5.7,"Good internet speed, even during peak hours.",55
52,Male,Telangana,8,2,1,4,5,8,9.1,I am satisfied with my plan.,29
36,Female,Andhra Pradesh,6,3,6,5,4,8,5.3,The mobile app is slow to load.,41
47,Female,Kerala,2,7,6,9,9,1,7.9,"Good internet speed, even during peak hours.",76
54,Male,Kerala,1,8,6,6,4,9,3.2,Customer support is very helpful.,62
49,Male,Andhra Pradesh,4,7,6,9,9,7,4.3,"Good internet speed, even during peak hours.",75
32,Female,Kerala,5,4,9,8,7,6,3.2,"Good internet speed, even during peak hours.",63
34,Male,Andhra Pradesh,10,4,8,3,3,9,6.9,Call quality could be better.,47
49,Male,Telangana,1,4,4,8,4,5,6.5,The mobile app is slow to load.,36
34,Female,Tamil Nadu,10,3,8,8,4,3,6.8,The mobile app is slow to load.,53
27,Male,Tamil Nadu,3,3,9,5,1,6,6.0,Internet is fast and reliable.,42
30,Male,Telangana,4,1,9,7,3,4,4.7,The mobile app is slow to load.,48
60,Male,Tamil Nadu,6,7,3,5,3,7,4.2,Great experience overall.,48
44,Female,Tamil Nadu,8,10,3,1,2,6,0.8,The mobile app is slow to load.,45
27,Male,Telangana,2,7,3,1,3,6,1.1,Poor network coverage indoors.,40
40,Female,Telangana,9,1,5,6,7,8,6.2,Great experience overall.,46
21,Male,Telangana,1,6,9,4,2,4,4.3,The mobile app is slow to load.,61
35,Female,Tamil Nadu,6,10,6,7,8,7,8.1,I am satisfied with my plan.,75
53,Female,Kerala,2,6,9,3,5,10,3.0,Signal drops frequently in my area.,69
42,Male,Kerala,10,8,3,1,5,1,9.7,Signal drops frequently in my area.,54
41,Male,Karnataka,6,1,4,10,8,8,5.7,Call quality could be better.,45
20,Female,Kerala,1,5,3,8,6,1,8.9,Internet is fast and reliable.,50
44,Male,Telangana,5,7,9,6,3,3,2.8,App crashes during recharge.,58
40,Female,Kerala,1,1,7,5,5,7,4.5,The mobile app is slow to load.,43
61,Female,Tamil Nadu,7,10,6,6,3,10,5.7,I am satisfied with my plan.,67
20,Male,Tamil Nadu,9,2,2,4,5,9,9.5,Signal drops frequently in my area.,29
27,Female,Karnataka,8,1,5,10,4,6,3.1,The mobile app is slow to load.,34
29,Male,Kerala,4,10,10,10,4,6,8.3,Call quality could be better.,81
41,Female,Karnataka,7,1,2,3,8,10,4.4,The mobile app is slow to load.,33
63,Male,Kerala,9,1,4,2,9,4,5.2,Poor network coverage indoors.,43
21,Male,Karnataka,9,1,6,10,1,1,4.1,App crashes during recharge.,22
26,Male,Andhra Pradesh,6,7,1,7,2,3,7.9,Great experience overall.,29
48,Female,Karnataka,7,5,9,10,3,1,8.4,Customer support is very helpful.,55
21,Male,Telangana,3,2,1,6,6,7,4.6,Signal drops frequently in my area.,30
37,Female,Kerala,3,2,9,2,1,2,1.4,App crashes during recharge.,44
18,Female,Kerala,8,4,3,3,7,2,5.7,Signal drops frequently in my area.,45
40,Male,Telangana,1,2,4,1,1,7,6.1,"Good internet speed, even during peak hours.",19
37,Male,Kerala,6,5,1,9,4,1,0.8,App crashes during recharge.,37
36,Male,Andhra Pradesh,10,6,8,10,8,5,4.9,Poor network coverage indoors.,75
20,Female,Telangana,10,4,3,5,7,7,8.8,App crashes during recharge.,49
34,Male,Kerala,2,7,2,6,5,3,2.1,I am satisfied with my plan.,45
28,Male,Karnataka,9,6,3,10,6,2,4.9,The mobile app is slow to load.,48
47,Female,Telangana,6,6,8,6,9,8,5.9,Signal drops frequently in my area.,76
62,Female,Telangana,9,10,1,10,2,7,7.4,Customer support is very helpful.,47
59,Male,Telangana,7,6,10,5,8,2,7.8,Great experience overall.,79
45,Male,Karnataka,10,6,3,3,8,8,4.9,Internet is fast and reliable.,55
43,Male,Telangana,5,3,1,2,6,1,4.3,Poor network coverage indoors.,34
60,Female,Karnataka,3,9,7,2,10,10,6.7,Customer support is very helpful.,88
56,Male,Tamil Nadu,2,5,1,9,5,6,4.8,Great experience overall.,33
40,Female,Karnataka,2,9,2,6,8,8,0.9,Internet is fast and reliable.,68
30,Female,Karnataka,3,10,10,9,5,5,1.9,"Good internet speed, even during peak hours.",78
44,Female,Kerala,7,5,8,8,3,6,8.2,Customer support is very helpful.,53
27,Male,Kerala,2,10,7,2,6,9,5.6,"Good internet speed, even during peak hours.",75
60,Male,Telangana,6,2,6,6,4,5,4.2,App crashes during recharge.,36
40,Female,Kerala,8,8,2,2,2,6,9.1,"Good internet speed, even during peak hours.",38
35,Female,Kerala,6,10,8,6,5,10,2.7,Great experience overall.,81
29,Male,Telangana,8,9,3,5,1,7,8.9,Customer support is very helpful.,42
19,Male,Andhra Pradesh,5,7,9,7,8,5,3.4,Great experience overall.,79
59,Male,Karnataka,9,1,10,5,8,4,9.2,The mobile app is slow to load.,60
54,Female,Telangana,9,7,3,6,10,9,8.9,Customer support is very helpful.,67
31,Male,Tamil Nadu,5,2,1,6,8,3,9.1,The mobile app is slow to load.,39
27,Male,Kerala,8,1,4,7,9,8,9.5,App crashes during recharge.,48
50,Female,Andhra Pradesh,4,3,6,8,6,4,2.8,Poor network coverage indoors.,49
42,Female,Tamil Nadu,7,5,3,5,1,4,6.5,The mobile app is slow to load.,28
24,Male,Tamil Nadu,9,4,10,10,10,3,2.3,"Good internet speed, even during peak hours.",79
42,Female,Kerala,1,6,2,7,2,1,6.5,App crashes during recharge.,34
33,Male,Telangana,3,3,4,9,7,8,7.2,Poor network coverage indoors.,42
25,Male,Karnataka,4,6,8,8,9,10,8.9,The mobile app is slow to load.,75
26,Female,Andhra Pradesh,6,5,4,9,10,4,7.4,Poor network coverage indoors.,60
48,Male,Telangana,6,1,2,7,8,6,1.7,"Good internet speed, even during peak hours.",39
36,Male,Telangana,10,10,8,3,3,4,4.2,Call quality could be better.,70
26,Female,Kerala,8,5,6,2,2,4,4.0,Signal drops frequently in my area.,48
63,Male,Telangana,3,4,9,8,2,4,8.8,Internet is fast and reliable.,47
28,Female,Telangana,1,8,2,8,7,10,3.1,"Good internet speed, even during peak hours.",52
35,Female,Karnataka,10,9,4,4,10,5,0.9,Internet is fast and reliable.,75
55,Female,Telangana,7,3,1,6,6,3,8.1,Customer support is very helpful.,38
25,Female,Kerala,8,7,1,6,2,6,1.6,I am satisfied with my plan.,33
29,Female,Andhra Pradesh,9,7,2,3,6,5,1.0,The mobile app is slow to load.,53
61,Male,Andhra Pradesh,10,9,8,1,5,5,2.0,Poor network coverage indoors.,71
65,Female,Kerala,4,10,1,7,5,1,2.2,Customer support is very helpful.,53
34,Male,Tamil Nadu,4,1,2,4,10,2,0.9,Poor network coverage indoors.,40
27,Male,Tamil Nadu,3,2,9,2,4,3,2.4,Poor network coverage indoors.,52
47,Female,Kerala,7,3,1,5,4,6,1.9,Customer support is very helpful.,25
30,Male,Andhra Pradesh,2,5,6,3,5,10,2.6,Customer support is very helpful.,51
40,Male,Andhra Pradesh,10,2,1,3,4,2,8.8,"Good internet speed, even during peak hours.",27
53,Female,Tamil Nadu,1,10,1,4,5,7,9.4,App crashes during recharge.,50
27,Female,Andhra Pradesh,5,10,4,9,2,6,1.6,Call quality could be better.,55
64,Male,Andhra Pradesh,9,4,10,8,5,8,9.5,App crashes during recharge.,62
40,Male,Kerala,2,2,9,7,6,3,5.5,App crashes during recharge.,56
41,Female,Tamil Nadu,4,10,7,10,10,1,4.2,Great experience overall.,94
43,Male,Andhra Pradesh,8,6,5,7,9,4,5.7,Customer support is very helpful.,63
39,Female,Kerala,5,1,1,6,5,1,3.7,"Good internet speed, even during peak hours.",23
21,Male,Karnataka,1,5,4,4,6,6,9.3,Great experience overall.,54
35,Female,Karnataka,10,6,5,1,1,9,2.1,The mobile app is slow to load.,41
51,Male,Kerala,6,1,6,5,7,4,7.9,Internet is fast and reliable.,44
50,Male,Telangana,3,10,7,4,7,9,0.9,I am satisfied with my plan.,80
53,Female,Karnataka,3,4,8,4,2,1,5.2,Internet is fast and reliable.,42
20,Male,Kerala,3,3,4,7,9,1,5.9,Signal drops frequently in my area.,58
47,Female,Kerala,2,10,6,8,8,8,5.4,Call quality could be better.,79
20,Female,Andhra Pradesh,5,8,4,8,2,6,9.2,Signal drops frequently in my area.,46
42,Female,Karnataka,6,1,9,4,7,10,6.6,App crashes during recharge.,57
43,Female,Karnataka,8,1,7,9,7,3,1.4,The mobile app is slow to load.,53
47,Female,Tamil Nadu,3,4,5,9,5,10,4.8,I am satisfied with my plan.,52
34,Male,Telangana,8,1,3,4,10,1,7.3,"Good internet speed, even during peak hours.",46
41,Female,Karnataka,3,2,10,5,5,3,9.3,Great experience overall.,53
64,Female,Andhra Pradesh,3,1,2,5,3,5,8.7,Call quality could be better.,15
27,Male,Andhra Pradesh,8,3,2,10,7,2,8.0,The mobile app is slow to load.,37
48,Male,Karnataka,5,9,3,10,9,6,2.4,Poor network coverage indoors.,69
54,Female,Andhra Pradesh,4,10,8,9,5,9,7.9,Customer support is very helpful.,74
23,Female,Kerala,2,5,8,8,1,8,0.9,The mobile app is slow to load.,51
38,Female,Tamil Nadu,6,9,7,2,8,8,10.0,Signal drops frequently in my area.,82
21,Female,Telangana,2,10,3,3,7,2,5.2,The mobile app is slow to load.,63
65,Male,Tamil Nadu,9,6,10,2,4,4,8.2,I am satisfied with my plan.,62
18,Female,Andhra Pradesh,7,2,4,8,7,1,0.5,Internet is fast and reliable.,44
25,Female,Telangana,4,2,6,10,3,6,5.1,Poor network coverage indoors.,35
27,Female,Karnataka,8,10,8,6,7,10,4.6,App crashes during recharge.,80
51,Female,Andhra Pradesh,10,3,8,8,10,10,6.9,Internet is fast and reliable.,66
50,Female,Karnataka,9,9,4,6,4,3,1.4,Call quality could be better.,55
34,Female,Andhra Pradesh,5,1,9,4,3,1,3.0,Customer support is very helpful.,45
38,Female,Tamil Nadu,3,7,8,9,7,5,8.8,Signal drops frequently in my area.,72
22,Female,Karnataka,5,7,9,4,8,4,8.6,App crashes during recharge.,77
20,Female,Karnataka,6,5,6,4,10,10,7.9,Poor network coverage indoors.,71
47,Male,Kerala,7,2,6,1,8,2,7.3,Signal drops frequently in my area.,49
40,Male,Telangana,3,3,4,7,4,6,8.5,The mobile app is slow to load.,41
65,Female,Telangana,8,10,1,7,9,10,2.1,Poor network coverage indoors.,70
33,Male,Andhra Pradesh,10,5,3,9,3,4,7.7,App crashes during recharge.,39
46,Female,Telangana,5,7,7,4,4,2,1.5,Great experience overall.,61
34,Male,Andhra Pradesh,4,2,6,3,10,1,4.5,"Good internet speed, even during peak hours.",57
48,Male,Kerala,2,3,4,3,1,1,9.0,Internet is fast and reliable.,23
22,Female,Karnataka,6,6,7,5,1,10,1.9,App crashes during recharge.,49
27,Female,Kerala,6,9,7,1,8,10,6.6,"Good internet speed, even during peak hours.",80
58,Female,Kerala,3,8,8,4,1,4,2.3,Customer support is very helpful.,53
63,Male,Andhra Pradesh,8,5,1,5,5,9,3.2,Customer support is very helpful.,35
55,Female,Telangana,6,10,5,8,6,1,2.4,Customer support is very helpful.,67
58,Female,Andhra Pradesh,2,6,3,8,7,8,3.8,Great experience overall.,51
40,Female,Andhra Pradesh,4,8,5,5,2,5,3.9,I am satisfied with my plan.,49
21,Male,Andhra Pradesh,5,10,5,8,9,6,5.0,The mobile app is slow to load.,78
57,Female,Tamil Nadu,4,9,4,1,8,7,1.4,Internet is fast and reliable.,68
25,Male,Andhra Pradesh,8,2,8,6,5,8,3.2,App crashes during recharge.,47
45,Female,Kerala,4,1,3,1,7,8,8.1,Signal drops frequently in my area.,34
43,Female,Karnataka,6,4,9,2,7,1,4.9,Poor network coverage indoors.,71
53,Male,Karnataka,2,5,1,9,6,9,5.4,Great experience overall.,40
58,Female,Andhra Pradesh,8,6,4,3,2,10,8.0,I am satisfied with my plan.,39
63,Female,Tamil Nadu,5,1,10,9,3,7,0.6,Poor network coverage indoors.,42
65,Female,Telangana,1,8,1,6,5,8,2.6,Internet is fast and reliable.,48
29,Male,Kerala,8,5,4,9,7,4,4.7,Customer support is very helpful.,56
32,Female,Telangana,5,5,4,4,4,2,1.3,Call quality could be better.,40
28,Male,Tamil Nadu,5,10,8,8,7,3,4.6,The mobile app is slow to load.,88
57,Female,Kerala,1,2,2,10,4,5,4.5,Call quality could be better.,22
55,Male,Karnataka,7,4,4,1,7,7,7.6,Signal drops frequently in my area.,46
63,Male,Kerala,9,4,1,6,4,8,8.9,Call quality could be better.,33
54,Female,Andhra Pradesh,6,5,8,4,8,4,4.6,I am satisfied with my plan.,70
22,Female,Telangana,8,4,8,1,4,3,3.7,Internet is fast and reliable.,57
27,Female,Andhra Pradesh,1,9,5,1,2,2,2.4,Internet is fast and reliable.,52
42,Female,Tamil Nadu,4,8,3,10,3,7,7.7,Call quality could be better.,42
46,Male,Tamil Nadu,1,6,2,1,9,10,2.4,Internet is fast and reliable.,56
45,Male,Tamil Nadu,2,2,6,5,9,8,9.5,I am satisfied with my plan.,55
63,Female,Telangana,10,9,6,5,5,7,2.0,Call quality could be better.,71
37,Male,Karnataka,4,10,6,5,5,3,9.2,Poor network coverage indoors.,71
52,Female,Kerala,8,10,9,8,8,10,8.3,App crashes during recharge.,90
63,Male,Telangana,2,8,4,5,9,9,4.3,Internet is fast and reliable.,74
19,Female,Karnataka,5,1,5,8,7,1,2.5,Customer support is very helpful.,38
37,Female,Andhra Pradesh,2,2,1,4,7,10,7.5,Internet is fast and reliable.,34
34,Male,Telangana,6,4,5,10,10,7,8.3,Signal drops frequently in my area.,64
46,Male,Andhra Pradesh,3,10,5,6,10,10,3.7,The mobile app is slow to load.,82
64,Female,Kerala,5,7,3,3,6,3,6.2,App crashes during recharge.,49
32,Female,Tamil Nadu,1,7,8,9,9,4,3.2,Customer support is very helpful.,82
32,Male,Karnataka,7,9,10,3,8,5,4.6,Call quality could be better.,93
46,Female,Karnataka,6,7,9,3,1,1,4.2,"Good internet speed, even during peak hours.",53
33,Female,Karnataka,8,6,9,3,5,4,8.7,Poor network coverage indoors.,71
49,Female,Telangana,2,10,5,2,4,3,1.2,Signal drops frequently in my area.,66
64,Female,Tamil Nadu,4,8,10,2,7,5,6.8,Great experience overall.,87
47,Male,Karnataka,9,1,9,10,1,4,6.1,Customer support is very helpful.,40
22,Male,Andhra Pradesh,2,4,5,1,7,3,1.0,Internet is fast and reliable.,56
19,Male,Kerala,8,2,10,1,2,6,1.5,Call quality could be better.,47
63,Female,Andhra Pradesh,7,6,6,7,6,1,7.8,Customer support is very helpful.,60
60,Male,Tamil Nadu,6,6,1,10,3,4,1.4,Great experience overall.,31
64,Male,Telangana,6,10,5,10,9,2,1.6,Call quality could be better.,82
59,Female,Telangana,2,8,7,3,10,2,4.7,Poor network coverage indoors.,85
29,Male,Kerala,7,2,2,7,5,8,5.4,Signal drops frequently in my area.,33
24,Male,Karnataka,9,1,2,7,5,4,8.5,"Good internet speed, even during peak hours.",28
37,Male,Kerala,3,2,2,10,9,4,9.7,Internet is fast and reliable.,48
54,Male,Andhra Pradesh,3,8,10,5,7,6,3.1,Signal drops frequently in my area.,83
28,Female,Telangana,6,1,7,3,9,4,4.4,Signal drops frequently in my area.,55
22,Male,Kerala,4,5,2,6,9,3,4.5,I am satisfied with my plan.,58
61,Male,Andhra Pradesh,3,8,8,10,5,4,7.7,I am satisfied with my plan.,72
60,Male,Telangana,10,3,2,7,3,1,9.6,I am satisfied with my plan.,25
41,Male,Kerala,7,5,10,2,8,8,7.5,Call quality could be better.,73
23,Male,Kerala,6,4,5,4,8,8,4.9,Great experience overall.,60
60,Female,Tamil Nadu,7,8,6,1,5,5,4.1,Signal drops frequently in my area.,66
56,Female,Karnataka,1,1,2,5,5,5,9.3,"Good internet speed, even during peak hours.",26
24,Female,Karnataka,9,8,2,10,3,8,1.4,Internet is fast and reliable.,44
26,Male,Karnataka,1,7,5,5,5,10,7.7,Great experience overall.,53
26,Female,Telangana,1,4,3,5,1,9,0.7,App crashes during recharge.,24
33,Male,Kerala,1,9,6,10,2,8,1.9,Signal drops frequently in my area.,59
41,Female,Telangana,1,3,5,1,7,9,2.8,I am satisfied with my plan.,46
25,Male,Andhra Pradesh,5,9,4,9,5,6,2.8,App crashes during recharge.,58
56,Male,Tamil Nadu,8,7,3,4,7,5,3.9,Signal drops frequently in my area.,61
63,Female,Andhra Pradesh,9,2,3,7,4,3,7.8,Poor network coverage indoors.,26
58,Female,Karnataka,2,8,9,2,7,5,9.8,I am satisfied with my plan.,85
50,Female,Karnataka,1,7,1,8,5,9,9.1,Signal drops frequently in my area.,41
26,Male,Karnataka,9,10,3,3,7,8,4.0,Internet is fast and reliable.,66
25,Female,Karnataka,4,5,6,5,10,7,4.0,Customer support is very helpful.,71
65,Female,Karnataka,10,4,9,8,5,8,1.3,The mobile app is slow to load.,55
47,Male,Karnataka,10,4,8,2,3,2,2.8,Call quality could be better.,48
59,Male,Tamil Nadu,3,3,6,4,10,8,9.1,App crashes during recharge.,62
47,Female,Andhra Pradesh,5,8,7,5,3,3,6.1,Customer support is very helpful.,60
29,Male,Kerala,9,9,8,3,5,5,3.7,Call quality could be better.,77
57,Female,Andhra Pradesh,4,2,8,10,3,5,9.9,Poor network coverage indoors.,39
48,Female,Andhra Pradesh,6,6,9,8,3,5,6.5,I am satisfied with my plan.,57
29,Female,Karnataka,5,10,4,9,6,4,1.5,Customer support is very helpful.,69
